Temperature,Simulations,Return,Discounted Return
1,97,1.0,0.9821344612135428
1,73,1.0,0.9616943356035061
1,89,1.0,0.9645880999032158
1,23,1.0,0.9332298921513504
1,27,1.0,0.8814479033836181
1,91,1.0,0.9530650263643888
1,14,1.0,0.7449472384453084
1,43,1.0,0.9220814271464737
1,71,1.0,0.9616943356035061
1,38,1.0,0.9733217421754432
1,81,1.0,0.9276389118674717
1,57,1.0,0.9704017769489168
1,88,1.0,0.9502058312852957
1,74,1.0,0.9821344612135428
1,79,1.0,0.9674905716180701
1,46,1.0,0.9762504936564125
1,16,1.0,0.9473552137914398
1,35,1.0,0.9762504936564125
1,55,1.0,0.9674905716180701
1,67,1.0,0.985089730404757
1,67,1.0,0.9332298921513504
1,71,1.0,0.9762504936564125
1,31,1.0,0.8426049842298329
1,61,1.0,0.9530650263643888
1,11,0.0,0.0
1,19,1.0,0.9056079456455165
1,90,1.0,0.9138075656044898
1,90,1.0,0.9674905716180701
1,64,1.0,0.9821344612135428
1,77,1.0,0.9704017769489168
1,95,1.0,0.9791880578299021
1,58,1.0,0.9388545698794984
1,92,1.0,0.9762504936564125
1,11,0.0,0.0
1,12,1.0,0.9110661429076764
1,45,1.0,0.884100203995605
1,53,1.0,0.9276389118674717
1,17,0.0,0.0
1,84,1.0,0.9445131481500655
1,91,1.0,0.9762504936564125
1,94,1.0,0.9791880578299021
1,52,1.0,0.9083329444789534
1,76,1.0,0.9473552137914398
1,74,1.0,0.9416796087056153
1,57,1.0,0.9674905716180701
1,34,1.0,0.8921050870283477
1,56,1.0,0.9616943356035061
1,84,1.0,0.9762504936564125
1,94,1.0,0.9588092525966956
1,50,1.0,0.9821344612135428
1,83,1.0,0.9791880578299021
1,65,1.0,0.9821344612135428
1,60,1.0,0.9445131481500655
1,32,1.0,0.9388545698794984
1,91,1.0,0.9791880578299021
1,15,1.0,0.8225935318117279
1,67,1.0,0.9821344612135428
1,94,1.0,0.9138075656044898
1,93,1.0,0.9388545698794984
1,76,1.0,0.9791880578299021
1,63,1.0,0.9388545698794984
1,85,1.0,0.9332298921513504
1,24,1.0,0.9502058312852957
1,7,0.0,0.0
1,39,1.0,0.8814479033836181
1,88,1.0,0.9791880578299021
1,82,1.0,0.9762504936564125
1,91,1.0,0.9588092525966956
1,91,1.0,0.9502058312852957
1,6,0.0,0.0
1,50,1.0,0.9332298921513504
1,91,1.0,0.9416796087056153
1,43,1.0,0.9588092525966956
1,48,1.0,0.9304302024748964
1,82,1.0,0.9559328248389055
1,72,1.0,0.9220814271464737
1,46,1.0,0.9416796087056153
1,56,1.0,0.8250687380258053
1,36,1.0,0.9304302024748964
1,96,1.0,0.8894287717672626
1,9,0.0,0.0
1,95,1.0,0.985089730404757
1,55,1.0,0.9445131481500655
1,3,0.0,0.0
1,85,1.0,0.9559328248389055
1,18,1.0,0.9445131481500655
1,87,1.0,0.9762504936564125
1,77,1.0,0.9704017769489168
1,90,1.0,0.9645880999032158
1,15,1.0,0.8921050870283477
1,34,1.0,0.8553586117313603
1,57,1.0,0.8657003616774767
1,13,1.0,0.9388545698794984
1,60,1.0,0.9588092525966956
1,12,1.0,0.9165572373164391
1,78,1.0,0.9530650263643888
1,77,1.0,0.9645880999032158
1,37,1.0,0.9502058312852957
1,90,1.0,0.9791880578299021
1,63,1.0,0.9791880578299021
1,36,1.0,0.857932408958235
1,25,0.0,0.0
1,42,1.0,0.8867604854519608
1,80,1.0,0.9616943356035061
1,53,1.0,0.9502058312852957
1,35,1.0,0.9616943356035061
1,1,0.0,0.0
1,28,1.0,0.8451404054461714
1,15,0.0,0.0
1,7,0.0,0.0
1,16,0.0,0.0
1,96,1.0,0.9445131481500655
1,27,1.0,0.8275513922024125
1,55,1.0,0.9616943356035061
1,43,1.0,0.9502058312852957
1,49,1.0,0.9445131481500655
1,66,1.0,0.9502058312852957
1,55,1.0,0.9138075656044898
1,54,1.0,0.9674905716180701
1,27,1.0,0.93603800616986
1,5,0.0,0.0
1,89,1.0,0.985089730404757
1,99,1.0,0.9704017769489168
1,60,1.0,0.9473552137914398
1,66,1.0,0.9733217421754432
1,71,1.0,0.8921050870283477
1,57,1.0,0.9762504936564125
1,49,1.0,0.9733217421754432
1,74,1.0,0.9733217421754432
1,39,0.0,0.0
1,25,0.0,0.0
1,86,1.0,0.9276389118674717
1,81,1.0,0.9674905716180701
1,34,1.0,0.7722956964947572
1,39,1.0,0.8631032605924442
1,24,1.0,0.835044266956004
1,79,1.0,0.9821344612135428
1,76,1.0,0.9502058312852957
1,48,1.0,0.9762504936564125
1,61,1.0,0.9791880578299021
1,50,1.0,0.985089730404757
1,83,1.0,0.9645880999032158
1,98,1.0,0.9645880999032158
1,6,0.0,0.0
1,54,1.0,0.9704017769489168
1,96,1.0,0.9559328248389055
1,76,1.0,0.985089730404757
1,88,1.0,0.9733217421754432
1,27,1.0,0.9559328248389055
1,14,1.0,0.8325391341551359
1,38,1.0,0.79346393184295
1,95,1.0,0.9791880578299021
1,93,1.0,0.9762504936564125
1,10,0.0,0.0
1,70,1.0,0.9762504936564125
1,39,1.0,0.93603800616986
1,79,1.0,0.9530650263643888
1,14,1.0,0.8761671489944468
1,59,1.0,0.9502058312852957
1,84,1.0,0.9762504936564125
1,12,1.0,0.7699788094052729
1,62,1.0,0.9588092525966956
1,93,1.0,0.9616943356035061
1,27,1.0,0.8426049842298329
1,58,1.0,0.9220814271464737
1,90,1.0,0.9332298921513504
1,13,1.0,0.9138075656044898
1,24,1.0,0.8426049842298329
1,10,1.0,0.8176653739626438
1,92,1.0,0.9733217421754432
1,54,1.0,0.9733217421754432
1,78,1.0,0.9110661429076764
1,78,1.0,0.9416796087056153
1,7,0.0,0.0
1,48,1.0,0.9416796087056153
1,45,1.0,0.9416796087056153
1,72,1.0,0.9530650263643888
1,92,1.0,0.9445131481500655
1,49,1.0,0.9588092525966956
1,54,1.0,0.9645880999032158
1,57,1.0,0.9588092525966956
1,77,1.0,0.9821344612135428
1,72,1.0,0.9332298921513504
1,93,1.0,0.9704017769489168
1,52,1.0,0.9791880578299021
1,25,0.0,0.0
1,49,1.0,0.9276389118674717
1,77,1.0,0.9559328248389055
1,19,0.0,0.0
1,56,1.0,0.9762504936564125
1,100,1.0,0.9704017769489168
1,52,1.0,0.9733217421754432
1,44,1.0,0.9645880999032158
1,2,0.0,0.0
1,65,1.0,0.9733217421754432
1,64,1.0,0.9674905716180701
1,15,0.0,0.0
1,21,1.0,0.9304302024748964
1,98,1.0,0.9704017769489168
1,40,1.0,0.985089730404757
1,34,1.0,0.7887102894272789
1,69,1.0,0.93603800616986
1,25,1.0,0.8476834558136123
1,61,1.0,0.8921050870283477
1,62,1.0,0.93603800616986
1,60,1.0,0.9083329444789534
1,8,0.0,0.0
1,59,1.0,0.9559328248389055
1,84,1.0,0.9821344612135428
1,49,1.0,0.9445131481500655
1,38,1.0,0.9248559951318693
1,22,1.0,0.8631032605924442
1,41,1.0,0.8735386475474635
1,88,1.0,0.93603800616986
1,30,1.0,0.8426049842298329
1,63,1.0,0.9588092525966956
1,84,1.0,0.9165572373164391
1,73,1.0,0.9674905716180701
1,76,1.0,0.9473552137914398
1,96,1.0,0.985089730404757
1,72,1.0,0.9704017769489168
1,50,1.0,0.9821344612135428
1,5,0.0,0.0
1,97,1.0,0.9704017769489168
1,98,1.0,0.9791880578299021
1,7,0.0,0.0
1,26,1.0,0.9559328248389055
1,14,0.0,0.0
1,75,1.0,0.9588092525966956
1,89,1.0,0.9791880578299021
1,89,1.0,0.9674905716180701
1,32,1.0,0.8894287717672626
1,74,1.0,0.9762504936564125
1,60,1.0,0.9762504936564125
1,9,0.0,0.0
1,52,1.0,0.985089730404757
1,76,1.0,0.9645880999032158
1,69,1.0,0.9791880578299021
1,34,1.0,0.9704017769489168
1,95,1.0,0.9762504936564125
1,4,0.0,0.0
1,79,1.0,0.9645880999032158
1,25,0.0,0.0
1,6,0.0,0.0
1,92,1.0,0.9791880578299021
1,44,1.0,0.9616943356035061
1,46,1.0,0.9138075656044898
1,28,1.0,0.9791880578299021
1,1,0.0,0.0
1,34,1.0,0.8225935318117279
1,26,1.0,0.79346393184295
1,11,0.0,0.0
1,17,0.0,0.0
1,11,1.0,0.7539540549517295
1,47,1.0,0.9588092525966956
1,88,1.0,0.9502058312852957
1,28,1.0,0.857932408958235
1,63,1.0,0.7863441585589971
1,99,1.0,0.9791880578299021
1,59,1.0,0.9416796087056153
1,13,0.0,0.0
1,26,1.0,0.8400771692771434
1,12,1.0,0.9733217421754432
1,88,1.0,0.9193151828650342
1,85,1.0,0.9559328248389055
1,50,1.0,0.93603800616986
1,4,0.0,0.0
1,71,1.0,0.9332298921513504
1,79,1.0,0.9674905716180701
1,47,1.0,0.9821344612135428
1,29,1.0,0.9304302024748964
1,2,0.0,0.0
1,98,1.0,0.9762504936564125
1,25,1.0,0.7863441585589971
1,91,1.0,0.9762504936564125
1,42,1.0,0.9220814271464737
1,3,0.0,0.0
1,75,1.0,0.985089730404757
1,26,0.0,0.0
1,80,1.0,0.9674905716180701
1,61,1.0,0.9559328248389055
1,67,1.0,0.985089730404757
1,26,1.0,0.857932408958235
1,66,1.0,0.985089730404757
1,89,1.0,0.860513950810667
1,69,1.0,0.9733217421754432
1,26,1.0,0.9502058312852957
1,71,1.0,0.9733217421754432
1,90,1.0,0.9733217421754432
1,12,1.0,0.8974819010978248
1,27,0.0,0.0
1,55,1.0,0.9220814271464737
1,33,1.0,0.9110661429076764
1,37,0.0,0.0
1,36,1.0,0.7792882711929549
1,27,1.0,0.8250687380258053
1,64,1.0,0.9674905716180701
1,72,1.0,0.9791880578299021
1,100,1.0,0.9821344612135428
1,54,1.0,0.9821344612135428
1,76,1.0,0.9791880578299021
1,81,1.0,0.9445131481500655
1,90,1.0,0.9616943356035061
1,8,0.0,0.0
1,31,0.0,0.0
1,57,1.0,0.985089730404757
1,85,1.0,0.9791880578299021
1,43,1.0,0.985089730404757
1,71,1.0,0.9502058312852957
1,82,1.0,0.9332298921513504
1,36,1.0,0.8657003616774767
1,84,1.0,0.9733217421754432
1,70,1.0,0.9733217421754432
1,81,1.0,0.9332298921513504
1,53,1.0,0.9165572373164391
1,12,0.0,0.0
1,34,1.0,0.9248559951318693
1,48,1.0,0.9445131481500655
1,70,1.0,0.9791880578299021
1,25,1.0,0.9001824484431542
1,57,1.0,0.9791880578299021
1,15,1.0,0.9304302024748964
1,96,1.0,0.9502058312852957
1,25,1.0,0.985089730404757
1,75,1.0,0.9762504936564125
1,19,1.0,0.8709180316048211
1,84,1.0,0.9791880578299021
1,62,1.0,0.9645880999032158
1,21,0.0,0.0
1,18,1.0,0.90289112180858
1,64,1.0,0.9791880578299021
1,80,1.0,0.9791880578299021
1,97,1.0,0.985089730404757
1,23,1.0,0.9704017769489168
1,23,1.0,0.90289112180858
1,72,1.0,0.9733217421754432
1,96,1.0,0.985089730404757
1,82,1.0,0.9674905716180701
1,30,1.0,0.9704017769489168
1,61,1.0,0.9588092525966956
1,20,1.0,0.9083329444789534
1,50,1.0,0.9304302024748964
1,29,1.0,0.767668872977057
1,99,1.0,0.9530650263643888
1,45,1.0,0.9588092525966956
1,68,1.0,0.9704017769489168
1,46,1.0,0.9248559951318693
1,20,1.0,0.8814479033836181
1,10,0.0,0.0
1,51,1.0,0.9733217421754432
1,96,1.0,0.9791880578299021
1,57,1.0,0.9165572373164391
1,25,1.0,0.9083329444789534
1,37,1.0,0.8921050870283477
1,48,1.0,0.9445131481500655
1,68,1.0,0.9791880578299021
1,33,1.0,0.9416796087056153
1,15,1.0,0.8788035596734672
1,36,1.0,0.8152123778407558
1,43,1.0,0.9502058312852957
1,22,1.0,0.7653658663581259
1,21,1.0,0.9001824484431542
1,61,1.0,0.9588092525966956
1,32,1.0,0.837556937769312
1,60,1.0,0.9193151828650342
1,72,1.0,0.9733217421754432
1,44,1.0,0.9248559951318693
1,21,1.0,0.9165572373164391
1,56,1.0,0.9616943356035061
1,28,1.0,0.8400771692771434
1,97,1.0,0.9530650263643888
1,55,1.0,0.93603800616986
1,6,0.0,0.0
1,12,1.0,0.8006481694852418
1,98,1.0,0.985089730404757
1,56,1.0,0.9674905716180701
1,46,1.0,0.9416796087056153
1,23,1.0,0.9056079456455165
1,82,1.0,0.9645880999032158
1,36,0.0,0.0
1,87,1.0,0.9821344612135428
1,13,1.0,0.835044266956004
1,56,1.0,0.9821344612135428
1,4,0.0,0.0
1,83,1.0,0.9588092525966956
1,95,1.0,0.9791880578299021
1,30,1.0,0.8451404054461714
1,24,1.0,0.9193151828650342
1,6,0.0,0.0
1,18,1.0,0.9559328248389055
1,14,1.0,0.7699788094052729
1,6,0.0,0.0
1,44,1.0,0.9821344612135428
1,19,1.0,0.8894287717672626
1,78,1.0,0.9762504936564125
1,64,1.0,0.9616943356035061
1,94,1.0,0.9304302024748964
1,70,1.0,0.985089730404757
1,58,1.0,0.8894287717672626
1,47,1.0,0.9762504936564125
1,39,1.0,0.9276389118674717
1,3,0.0,0.0
1,79,1.0,0.9762504936564125
1,89,1.0,0.9733217421754432
1,28,1.0,0.8103284404851119
1,85,1.0,0.9616943356035061
1,88,1.0,0.9762504936564125
1,27,1.0,0.9588092525966956
1,5,0.0,0.0
1,2,0.0,0.0
1,78,1.0,0.9473552137914398
1,20,0.0,0.0
1,24,0.0,0.0
1,16,1.0,0.7539540549517295
1,92,1.0,0.9821344612135428
1,65,1.0,0.9762504936564125
1,32,1.0,0.9502058312852957
1,72,1.0,0.9559328248389055
1,33,1.0,0.9304302024748964
1,89,1.0,0.9502058312852957
1,18,1.0,0.9674905716180701
1,33,1.0,0.8250687380258053
1,39,1.0,0.9304302024748964
1,79,1.0,0.985089730404757
1,98,1.0,0.9704017769489168
1,89,1.0,0.9674905716180701
1,34,1.0,0.9674905716180701
1,53,1.0,0.9165572373164391
1,53,1.0,0.9791880578299021
1,85,1.0,0.9616943356035061
1,78,1.0,0.9733217421754432
1,87,1.0,0.9416796087056153
1,64,1.0,0.9762504936564125
1,89,1.0,0.9791880578299021
1,70,1.0,0.9733217421754432
1,88,1.0,0.9762504936564125
1,62,1.0,0.9530650263643888
1,27,1.0,0.90289112180858
1,96,1.0,0.9762504936564125
1,39,1.0,0.8894287717672626
1,17,1.0,0.8683052775100066
1,44,1.0,0.9248559951318693
1,1,0.0,0.0
1,47,1.0,0.9616943356035061
1,31,1.0,0.8761671489944468
1,88,1.0,0.9530650263643888
1,99,1.0,0.985089730404757
1,1,0.0,0.0
1,64,1.0,0.9588092525966956
1,73,1.0,0.9791880578299021
1,1,0.0,0.0
1,28,1.0,0.8054737627981655
1,20,1.0,0.9304302024748964
1,14,1.0,0.8502341582884777
1,53,1.0,0.9083329444789534
1,82,1.0,0.9733217421754432
1,6,0.0,0.0
1,27,1.0,0.9001824484431542
1,52,1.0,0.9530650263643888
1,25,1.0,0.8814479033836181
1,87,1.0,0.9674905716180701
1,75,1.0,0.9762504936564125
1,24,1.0,0.9248559951318693
1,3,0.0,0.0
1,66,1.0,0.9821344612135428
1,5,0.0,0.0
1,56,1.0,0.9674905716180701
1,55,1.0,0.9445131481500655
1,79,1.0,0.9588092525966956
1,70,1.0,0.9733217421754432
1,55,1.0,0.9416796087056153
1,94,1.0,0.9704017769489168
1,90,1.0,0.9559328248389055
1,49,1.0,0.9276389118674717
1,81,1.0,0.9559328248389055
1,19,1.0,0.8476834558136123
1,60,1.0,0.9791880578299021
1,44,1.0,0.9674905716180701
1,20,1.0,0.9165572373164391
1,95,1.0,0.9616943356035061
1,77,1.0,0.9645880999032158
1,12,0.0,0.0
1,37,1.0,0.8400771692771434
1,29,0.0,0.0
1,61,1.0,0.9530650263643888
1,34,1.0,0.9588092525966956
1,23,1.0,0.8921050870283477
1,68,1.0,0.9704017769489168
1,91,1.0,0.9473552137914398
1,32,1.0,0.7539540549517295
1,76,1.0,0.9821344612135428
1,49,1.0,0.9791880578299021
1,45,1.0,0.9674905716180701
1,18,1.0,0.8894287717672626
1,92,1.0,0.9791880578299021
1,29,0.0,0.0
1,81,1.0,0.9821344612135428
1,40,1.0,0.8683052775100066
1,26,1.0,0.8657003616774767
1,67,1.0,0.9762504936564125
1,28,0.0,0.0
1,73,1.0,0.9001824484431542
1,48,1.0,0.9674905716180701
1,24,1.0,0.8947894553945313
1,20,0.0,0.0
1,79,1.0,0.9674905716180701
1,1,0.0,0.0
1,97,1.0,0.9791880578299021
1,83,1.0,0.9821344612135428
1,13,0.0,0.0
1,47,1.0,0.9645880999032158
1,32,1.0,0.9220814271464737
1,92,1.0,0.9762504936564125
1,68,1.0,0.9674905716180701
1,41,1.0,0.8947894553945313
1,3,0.0,0.0
1,79,1.0,0.9674905716180701
1,59,1.0,0.9645880999032158
1,88,1.0,0.9674905716180701
1,100,1.0,0.9791880578299021
1,62,1.0,0.9502058312852957
1,9,0.0,0.0
1,86,1.0,0.9821344612135428
1,30,1.0,0.7722956964947572
1,31,1.0,0.8761671489944468
1,59,1.0,0.9645880999032158
1,85,1.0,0.9704017769489168
1,4,0.0,0.0
1,57,1.0,0.9388545698794984
1,17,1.0,0.9276389118674717
1,23,1.0,0.8947894553945313
1,17,1.0,0.7887102894272789
1,100,1.0,0.9559328248389055
1,77,1.0,0.9821344612135428
1,37,1.0,0.8476834558136123
1,35,1.0,0.9248559951318693
1,4,0.0,0.0
1,88,1.0,0.985089730404757
1,66,1.0,0.9704017769489168
1,32,1.0,0.7630697687590515
1,91,1.0,0.9473552137914398
1,86,1.0,0.9502058312852957
1,6,0.0,0.0
1,66,1.0,0.9530650263643888
1,2,0.0,0.0
1,73,1.0,0.9733217421754432
1,46,1.0,0.9138075656044898
1,71,1.0,0.9502058312852957
1,29,0.0,0.0
1,28,1.0,0.90289112180858
1,21,1.0,0.7699788094052729
1,90,1.0,0.9388545698794984
1,90,1.0,0.9762504936564125
1,63,1.0,0.985089730404757
1,59,1.0,0.9110661429076764
1,90,1.0,0.9762504936564125
1,24,1.0,0.857932408958235
1,80,1.0,0.9304302024748964
1,56,1.0,0.9276389118674717
1,16,1.0,0.9138075656044898
1,91,1.0,0.9473552137914398
1,80,1.0,0.9762504936564125
1,17,0.0,0.0
1,47,1.0,0.9674905716180701
1,84,1.0,0.985089730404757
1,89,1.0,0.9559328248389055
1,36,1.0,0.985089730404757
1,82,1.0,0.9616943356035061
1,54,1.0,0.9056079456455165
1,29,0.0,0.0
1,34,1.0,0.9616943356035061
1,89,1.0,0.9821344612135428
1,73,1.0,0.9445131481500655
1,41,1.0,0.9473552137914398
1,21,1.0,0.8275513922024125
1,66,1.0,0.8867604854519608
1,30,1.0,0.9530650263643888
1,14,1.0,0.7699788094052729
1,32,1.0,0.9304302024748964
1,22,0.0,0.0
1,43,1.0,0.9791880578299021
1,19,1.0,0.8974819010978248
1,97,1.0,0.9530650263643888
1,100,1.0,0.9821344612135428
1,82,1.0,0.9821344612135428
1,66,1.0,0.9530650263643888
1,13,1.0,0.9616943356035061
1,27,1.0,0.9138075656044898
1,5,0.0,0.0
1,13,0.0,0.0
1,45,1.0,0.9502058312852957
1,53,1.0,0.9645880999032158
1,12,1.0,0.93603800616986
1,40,1.0,0.9416796087056153
1,85,1.0,0.9704017769489168
1,81,1.0,0.985089730404757
1,77,1.0,0.9733217421754432
1,92,1.0,0.9733217421754432
1,19,1.0,0.8527925358961662
1,50,1.0,0.9473552137914398
1,39,1.0,0.9473552137914398
1,65,1.0,0.9704017769489168
1,29,1.0,0.8225935318117279
1,90,1.0,0.9530650263643888
1,28,1.0,0.8947894553945313
1,39,1.0,0.9445131481500655
1,87,1.0,0.8527925358961662
1,87,1.0,0.8921050870283477
1,34,1.0,0.9083329444789534
1,7,0.0,0.0
1,99,1.0,0.9502058312852957
1,40,1.0,0.9588092525966956
1,84,1.0,0.9762504936564125
1,97,1.0,0.9588092525966956
1,66,1.0,0.9165572373164391
1,46,1.0,0.9445131481500655
1,31,0.0,0.0
1,48,1.0,0.985089730404757
1,56,1.0,0.9530650263643888
1,34,1.0,0.884100203995605
1,40,1.0,0.8974819010978248
1,40,1.0,0.93603800616986
1,77,1.0,0.9821344612135428
1,47,1.0,0.9530650263643888
1,59,1.0,0.9791880578299021
1,2,0.0,0.0
1,59,1.0,0.9791880578299021
1,61,1.0,0.9791880578299021
1,49,1.0,0.8974819010978248
1,79,1.0,0.9821344612135428
1,59,1.0,0.9791880578299021
1,35,1.0,0.9193151828650342
1,19,1.0,0.9304302024748964
1,21,0.0,0.0
1,61,1.0,0.9138075656044898
1,48,1.0,0.7910835400474212
1,92,1.0,0.9645880999032158
1,2,0.0,0.0
1,42,1.0,0.9791880578299021
1,70,1.0,0.9616943356035061
1,17,1.0,0.8225935318117279
1,45,1.0,0.9645880999032158
1,11,1.0,0.8275513922024125
1,81,1.0,0.9502058312852957
1,30,1.0,0.8894287717672626
1,15,0.0,0.0
1,50,1.0,0.9559328248389055
1,88,1.0,0.9304302024748964
1,85,1.0,0.9762504936564125
1,78,1.0,0.9616943356035061
1,84,1.0,0.9588092525966956
1,58,1.0,0.9762504936564125
1,68,1.0,0.9791880578299021
1,30,1.0,0.884100203995605
1,88,1.0,0.9762504936564125
1,18,1.0,0.7562227231210928
1,99,1.0,0.9791880578299021
1,35,1.0,0.9645880999032158
1,24,1.0,0.8451404054461714
1,36,0.0,0.0
1,37,1.0,0.9220814271464737
1,19,1.0,0.7584982177744161
1,51,1.0,0.9502058312852957
1,40,0.0,0.0
1,92,1.0,0.9473552137914398
1,44,1.0,0.9220814271464737
1,57,1.0,0.9616943356035061
1,82,1.0,0.9762504936564125
1,31,0.0,0.0
1,93,1.0,0.9704017769489168
1,61,1.0,0.9733217421754432
1,27,1.0,0.8426049842298329
1,67,1.0,0.9645880999032158
1,24,1.0,0.9304302024748964
1,65,1.0,0.9821344612135428
1,12,0.0,0.0
1,64,1.0,0.9674905716180701
1,3,0.0,0.0
1,53,1.0,0.9248559951318693
1,98,1.0,0.9616943356035061
1,72,1.0,0.985089730404757
1,47,1.0,0.9674905716180701
1,9,0.0,0.0
1,24,1.0,0.9110661429076764
1,15,1.0,0.8250687380258053
1,97,1.0,0.9704017769489168
1,10,0.0,0.0
1,42,1.0,0.9559328248389055
1,66,1.0,0.8735386475474635
1,64,1.0,0.9559328248389055
1,79,1.0,0.985089730404757
1,26,0.0,0.0
1,14,1.0,0.7494371162085136
1,51,1.0,0.9332298921513504
1,1,0.0,0.0
1,14,1.0,0.7816331707050701
1,91,1.0,0.9733217421754432
1,98,1.0,0.9588092525966956
1,57,1.0,0.9762504936564125
1,68,1.0,0.9733217421754432
1,30,1.0,0.8788035596734672
1,80,1.0,0.9559328248389055
1,43,1.0,0.9138075656044898
1,5,0.0,0.0
1,6,0.0,0.0
1,91,1.0,0.9530650263643888
1,46,1.0,0.8709180316048211
1,81,1.0,0.9791880578299021
1,65,1.0,0.9821344612135428
1,32,1.0,0.8300415167526705
1,49,1.0,0.9056079456455165
1,5,0.0,0.0
1,32,1.0,0.9791880578299021
1,53,1.0,0.9165572373164391
1,86,1.0,0.9762504936564125
1,98,1.0,0.9502058312852957
1,95,1.0,0.9791880578299021
1,80,1.0,0.9762504936564125
1,5,0.0,0.0
1,81,1.0,0.9821344612135428
1,71,1.0,0.985089730404757
1,57,1.0,0.9559328248389055
1,5,0.0,0.0
1,75,1.0,0.9821344612135428
1,100,1.0,0.9821344612135428
1,52,1.0,0.9559328248389055
1,84,1.0,0.9821344612135428
1,9,0.0,0.0
1,93,1.0,0.985089730404757
1,29,1.0,0.8476834558136123
1,66,1.0,0.9473552137914398
1,5,0.0,0.0
1,72,1.0,0.9502058312852957
1,15,1.0,0.9248559951318693
1,10,0.0,0.0
1,25,1.0,0.9762504936564125
1,53,1.0,0.9762504936564125
1,75,1.0,0.985089730404757
1,44,1.0,0.9674905716180701
1,92,1.0,0.985089730404757
1,58,1.0,0.9791880578299021
1,47,1.0,0.9645880999032158
1,84,1.0,0.9821344612135428
1,48,1.0,0.9762504936564125
1,52,1.0,0.9588092525966956
1,24,1.0,0.8152123778407558
1,87,1.0,0.9165572373164391
1,24,1.0,0.776950406379376
1,82,1.0,0.9530650263643888
1,53,1.0,0.9616943356035061
1,100,1.0,0.9588092525966956
1,33,1.0,0.90289112180858
1,73,1.0,0.9762504936564125
1,20,0.0,0.0
1,79,1.0,0.9559328248389055
1,40,1.0,0.8553586117313603
1,18,0.0,0.0
1,21,1.0,0.9530650263643888
1,54,1.0,0.9674905716180701
1,5,0.0,0.0
1,80,1.0,0.9588092525966956
1,14,1.0,0.8078974551636565
1,49,1.0,0.9559328248389055
1,50,1.0,0.9733217421754432
1,42,1.0,0.7630697687590515
1,99,1.0,0.9193151828650342
1,91,1.0,0.9733217421754432
1,100,1.0,0.9616943356035061
1,24,1.0,0.8127667407072335
1,63,1.0,0.9530650263643888
1,47,1.0,0.9645880999032158
1,5,0.0,0.0
1,64,1.0,0.9502058312852957
1,8,0.0,0.0
1,66,1.0,0.9530650263643888
1,92,1.0,0.985089730404757
1,95,1.0,0.9733217421754432
1,60,1.0,0.985089730404757
1,91,1.0,0.9616943356035061
1,31,1.0,0.9559328248389055
1,25,0.0,0.0
1,2,0.0,0.0
1,8,0.0,0.0
1,39,1.0,0.8325391341551359
1,29,1.0,0.835044266956004
1,59,1.0,0.9791880578299021
1,43,1.0,0.90289112180858
1,18,0.0,0.0
1,8,0.0,0.0
1,61,1.0,0.9762504936564125
1,34,1.0,0.9083329444789534
1,10,0.0,0.0
1,41,1.0,0.9001824484431542
1,60,1.0,0.9674905716180701
1,60,1.0,0.9473552137914398
1,41,1.0,0.9559328248389055
1,57,1.0,0.9502058312852957
1,87,1.0,0.9645880999032158
1,85,1.0,0.9645880999032158
1,12,1.0,0.8300415167526705
1,98,1.0,0.9674905716180701
1,45,1.0,0.93603800616986
1,10,0.0,0.0
1,76,1.0,0.9704017769489168
1,45,1.0,0.9220814271464737
1,51,1.0,0.9704017769489168
1,95,1.0,0.9616943356035061
1,68,1.0,0.9791880578299021
1,87,1.0,0.9762504936564125
1,6,0.0,0.0
1,64,1.0,0.9388545698794984
1,53,1.0,0.9165572373164391
1,33,1.0,0.93603800616986
1,81,1.0,0.9791880578299021
1,29,1.0,0.9733217421754432
1,48,1.0,0.9559328248389055
1,15,0.0,0.0
1,80,1.0,0.93603800616986
1,96,1.0,0.9821344612135428
1,11,0.0,0.0
1,62,1.0,0.9733217421754432
1,98,1.0,0.9530650263643888
1,59,1.0,0.9332298921513504
